"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"LANC","Lancaster Colony Corporation","93.65","$2.56B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lanc",
"LNDC","Landec Corporation","13.62","$366.05M","1996","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","21.4899","$68.23M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","16.43","$128.77M","2014","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrk",
"LE","Lands&#39; End, Inc.","38.76","$1.24B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","66.23","$2.96B","1993","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/lstr",
"LTRX","Lantronix, Inc.","2.15","$31.92M","2000","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ltrx",
"LPSB","LaPorte Bancorp, Inc.","12.6001","$72.16M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lpsb",
"LSCC","Lattice Semiconductor Corporation","6.62","$781.38M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/lscc",
"LAWS","Lawson Products, Inc.","26.15","$227.45M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/laws",
"LAYN","Layne Christensen Company","8.38","$165.42M","1992","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/layn",
"LCNB","LCNB Corporation","14.8","$137.72M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lcnb",
"LDRH","LDR Holding Corporation","34.49","$898.7M","2013","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ldrh",
"LBIX","Leading Brands Inc","3.4","$9.96M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/lbix",
"LTRE","Learning Tree International, Inc.","1.81","$23.93M","1995","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ltre",
"LGCY","Legacy Reserves LP","8.68","$600.36M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcy",
"LGCYO","Legacy Reserves LP","17.77","$124.39M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyo",
"LGCYP","Legacy Reserves LP","19.1391","$38.28M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyp",
"LTXB","LegacyTexas Financial Group, Inc.","20.35","$814.14M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ltxb",
"LMAT","LeMaitre Vascular, Inc.","7.8","$135.5M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmat",
"TREE","LendingTree, Inc.","40.4","$457.58M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tree",
"LEVY","Levy Acquisition Corp.","9.77","$183.19M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/levy",
"LEVYU","Levy Acquisition Corp.","10.06","$188.63M","2013","Finance","Business Services","http://www.nasdaq.com/symbol/levyu",
"LEVYW","Levy Acquisition Corp.","0.37","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/levyw",
"LXRX","Lexicon Pharmaceuticals, Inc.","0.9164","$663.8M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lxrx",
"LGIH","LGI Homes, Inc.","12.96","$269.09M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/lgih",
"LHCG","LHC Group","29.93","$532.71M","2005","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/lhcg",
"LBRDA","Liberty Broadband Corporation","47.09","$4.09B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","47.14","$4.1B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrdk",
"LBTYA","Liberty Global plc","46.795","$36.53B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","45.42","$35.45B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","45.56","$35.56B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyk",
"LVNTA","Liberty Interactive Corporation","37.66","$5.32B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvnta",
"LVNTB","Liberty Interactive Corporation","37.1399","$5.25B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvntb",
"QVCA","Liberty Interactive Corporation","28.66","$13.64B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvca",
"QVCB","Liberty Interactive Corporation","28.6089","$13.62B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvcb",
"LMCA","Liberty Media Corporation","34.55","$11.85B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lmca",
"LMCB","Liberty Media Corporation","35.4171","$12.15B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lmcb",
"LMCK","Liberty Media Corporation","34.51","$11.84B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lmck",
"TAX","Liberty Tax, Inc.","35.71","$452.91M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/tax",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","24.79","$1.76B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","25.97","$1.91B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ltrpb",
"LPHI","Life Partners Holdings Inc","0.3781","$7.05M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/lphi",
"LPNT","LifePoint Hospitals, Inc.","67.98","$3.08B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/lpnt",
"LCUT","Lifetime Brands, Inc.","15.89","$217.44M","1991","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","1.22","$121.13M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lfvn",
"LWAY","Lifeway Foods, Inc.","18.07","$295.37M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","54.67","$1.07B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","1.48","$26.76M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","1.13","$16.16M","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/lpth",
"LLEX","Lilis Energy, Inc.","0.9964","$27.58M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/llex",
"LIME","Lime Energy Co.","2.49","$23.54M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/lime",
"LLNW","Limelight Networks, Inc.","2.72","$268.42M","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/llnw",
"LMNR","Limoneira Co","21.31","$300.68M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/lmnr",
"LINC","Lincoln Educational Services Corporation","2.75","$66.14M","2005","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","66.885","$5.2B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/leco",
"LLTC","Linear Technology Corporation","46.76","$11.15B","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/lltc",
"LNCO","Linn Co, LLC","9.4","$1.21B","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lnco",
"LINE","Linn Energy, LLC","9.45","$3.11B","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/line",
"LIOX","Lionbridge Technologies, Inc.","5.33","$339.96M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/liox",
"LPCN","Lipocine Inc.","5.232","$66.9M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lpcn",
"LIQD","Liquid Holdings Group, Inc.","0.305","$18.4M","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/liqd",
"LQDT","Liquidity Services, Inc.","7.49","$224.15M","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","100.75","$2.27B","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/lfus",
"LIVE","LiveDeal, Inc.","2.99","$43.51M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","11.14","$608.84M","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/lpsn",
"LKQ","LKQ Corporation","26.98","$8.18B","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/lkq",
"LMIA","LMI Aerospace, Inc.","14.34","$182.09M","1998","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/lmia",
"LNBB","LNB Bancorp, Inc.","17.55","$169.63M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lnbb",
"LOCM","Local Corporation","0.67","$15.56M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/locm",
"LOGI","Logitech International S.A.","14.94","$2.44B","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","48.98","$1.19B","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/logm",
"LOJN","LoJack Corporation","2.28","$42.77M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/lojn",
"EVAR","Lombard Medical, Inc.","5.12","$82.87M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/evar",
"LOOK","LookSmart, Ltd.","0.75","$4.33M","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/look",
"LORL","Loral Space and Communications, Inc.","74.53","$2.3B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/lorl",
"LABC","Louisiana Bancorp, Inc.","21.4501","$59.99M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/labc",
"LOXO","Loxo Oncology, Inc.","10.49","$174.49M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/loxo",
"LPTN","Lpath, Inc.","2.96","$57.06M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/lptn",
"LPLA","LPL Financial Holdings Inc.","42.49","$4.2B","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/lpla",
"LRAD","LRAD Corporation","2.66","$88.41M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/lrad",
"LYTS","LSI Industries Inc.","6.5","$156.77M","1985","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/lyts",
"LULU","lululemon athletica inc.","66.2","$8.75B","2007","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/lulu",
"LMNS","Lumenis Ltd.","9.61","$338.67M","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/lmns",
"LMNX","Luminex Corporation","18.28","$782.99M","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmnx",
"LMOS","Lumos Networks Corp.","17.19","$386.3M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lmos",
"LUNA","Luna Innovations Incorporated","1.68","$25.28M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/luna",
"MBTF","M B T Financial Corp","4.9896","$113.25M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbtf",
"MTSI","M/A-COM Technology Solutions Holdings, Inc.","34.79","$1.66B","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/mtsi",
"MCBC","Macatawa Bank Corporation","5.31","$179.5M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","11.6954","$65.08M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfnc",
"MCUR","MACROCURE LTD.","9.59","$156.32M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/mcur",
"MGNX","MacroGenics, Inc.","32.44","$901.67M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mgnx",
"MCBK","Madison County Financial, Inc.","19.9","$60.35M","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/mcbk",
"MAGS","Magal Security Systems Ltd.","5.08","$82.65M","1993","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","61.22","$1.69B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/mgln",
"MPET","Magellan Petroleum Corporation","0.7748","$35.41M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpet",
"MGIC","Magic Software Enterprises Ltd.","5.81","$256.41M","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mgic",
"CALL","magicJack VocalTec Ltd","7.28","$129.82M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/call",
"MNGA","MagneGas Corporation","0.61","$22.31M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mnga",
"MAG","Magnetek, Inc.","40.85","$144.32M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mag",
"MGYR","Magyar Bancorp, Inc.","8.4","$48.85M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","12.76","$930.33M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhld",
"MHLDO","Maiden Holdings, Ltd.","48.1","$158.73M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhldo",
"MSFG","MainSource Financial Group, Inc.","19.4","$420.73M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msfg",
"COOL","Majesco Entertainment Company","1.37","$9.13M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cool",
"MMYT","MakeMyTrip Limited","27","$1.13B","2010","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/mmyt",
"MBUU","Malibu Boats, Inc.","20.3","$316.84M","2014","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","11.97","$78.5M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/mlvf",
"MAMS","MAM Software Group, Inc.","5.975","$85.39M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mams",
"MANH","Manhattan Associates, Inc.","45.18","$3.37B","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","3.53","$21.39M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","11.19","$154.68M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","20.76","$55.39M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","5.75","$2.33B","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","31.9","$1.19B","2002","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/mant",
"MARA","Marathon Patent Group, Inc.","6.68","$181.43M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","4.02","$172.23M","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mchx",
"MARPS","Marine Petroleum Trust","10.91","$21.82M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","10.99","$153.95M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrns",
"MKTX","MarketAxess Holdings, Inc.","74.02","$2.77B","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mktx",
"MKTO","Marketo, Inc.","34.16","$1.41B","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mkto",
"MRKT","Markit Ltd.","25.87","$4.7B","2014","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mrkt",
"MRLN","Marlin Business Services Corp.","16.87","$216.29M","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/mrln",
"FISH","Marlin Midstream Partners, LP","20.98","$371.43M","1992","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/fish",
"MAR","Marriott International","78.51","$22.25B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","3.45","$84.18M","2013","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","21.26","$710.21M","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","30.67","$1.08B","2002","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","15.515","$7.93B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","26.42","$1.38B","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/masi",
"MTLS","Materialise NV","9.6","$451.89M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtls",
"MTRX","Matrix Service Company","19.22","$509.98M","1990","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","28.04","$9.5B","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mat",
"MATR","Mattersight Corporation","5.5","$122.3M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/matr",
"MATW","Matthews International Corporation","47.19","$1.56B","1994","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/matw",
"MFRM","Mattress Firm Holding Corp.","61.12","$2.14B","2011","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/mfrm",
"MTSN","Mattson Technology, Inc.","3.21","$236.91M","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mtsn",
"MXIM","Maxim Integrated Products, Inc.","33.76","$9.55B","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxim",
"MXWL","Maxwell Technologies, Inc.","8.34","$248.96M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mxwl",
"MZOR","Mazor Robotics Ltd.","10.16","$212.57M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mzor",
"MBFI","MB Financial Inc.","29.59","$2.21B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfi",
"MBFIP","MB Financial Inc.","27.61","$110.44M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfip",
"MCGC","MCG Capital Corporation","3.86","$147.2M","2001","n/a","n/a","http://www.nasdaq.com/symbol/mcgc",
"MGRC","McGrath RentCorp","32.59","$846.03M","1984","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","24.68","$1.23B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/mdca",
"MCOX","Mecox Lane Limited","3.6799","$47.85M","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/mcox",
"TAXI","Medallion Financial Corp.","9.48","$238.54M","1996","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/taxi",
"MDAS","MedAssets, Inc.","18.66","$1.12B","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdas",
"MTBC","Medical Transcription Billing, Corp.","2.65","$29.15M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbc",
"MNOV","MediciNova, Inc.","3.55","$85.98M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","44.09","$2.39B","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdso",
"MDVN","Medivation, Inc.","106.27","$8.25B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdvn",
"MDWD","MediWound Ltd.","7.745","$164.95M","2014","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/mdwd",
"MDVXU","Medovex Corp.","6.02","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/mdvxu",
"MEET","MeetMe, Inc.","1.57","$70.46M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/meet",
"MEIP","MEI Pharma, Inc.","3.69","$122.84M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/meip",
"MELA","MELA Sciences, Inc","1.32","$7.97M","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mela",
"MPEL","Melco Crown Entertainment Limited","22.96","$12.65B","2006","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mpel",
"MLNX","Mellanox Technologies, Ltd.","45.75","$2.07B","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/mlnx",
"MELR","Melrose Bancorp, Inc.","13.08","$37.01M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/melr",
"MEMP","Memorial Production Partners LP","16.47","$1.43B","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/memp",
"MRD","Memorial Resource Development Corp.","18.73","$3.63B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mrd",
"MENT","Mentor Graphics Corporation","22.75","$2.62B","1984","Technology","EDP Services","http://www.nasdaq.com/symbol/ment",
"MTSL","MER Telemanagement Solutions Ltd.","0.7645","$3.56M","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","127.29","$5.62B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/meli",
"MBWM","Mercantile Bank Corporation","18.95","$319.55M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","12.19","$783.49M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/merc",
"MBVT","Merchants Bancshares, Inc.","28.97","$183.43M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbvt",
"MRCY","Mercury Systems Inc","14.66","$497.28M","1998","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mrcy",
"MRGE","Merge Healthcare Incorporated.","3.92","$386.52M","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/mrge",
"EBSB","Meridian Bancorp, Inc.","11.41","$624.22M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","17.75","$739.63M","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vivo",
"MMSI","Merit Medical Systems, Inc.","15.83","$687.07M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmsi",
"MACK","Merrimack Pharmaceuticals, Inc.","9.59","$1.02B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mack",
"MERU","Meru Networks, Inc.","3.14","$74.73M","2010","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/meru",
"MSLI","Merus Labs International Inc.","1.44","$116.95M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/msli",
"MLAB","Mesa Laboratories, Inc.","74.61","$263.44M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mlab",
"CASH","Meta Financial Group, Inc.","32.31","$200.12M","1993","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cash",
"MBLX","Metabolix, Inc.","0.43","$58.13M","2006","Basic Industries","Containers/Packaging","http://www.nasdaq.com/symbol/mblx",
"MEOH","Methanex Corporation","46.5","$4.3B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meoh",
"MEIL","METHES ENERGIES INTERNATIONAL LTD","1.5","$17.19M","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meil",
"MEILW","METHES ENERGIES INTERNATIONAL LTD","0.15","n/a","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meilw",
"MEILZ","METHES ENERGIES INTERNATIONAL LTD","0.09","n/a","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meilz",
"METR","Metro Bancorp, Inc","25.97","$368.95M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/metr",
"MFRI","MFRI, Inc.","5.86","$42.72M","1989","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/mfri",
"MGCD","MGC Diagnostics Corporation","6.86","$29.2M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mgcd",
"MGEE","MGE Energy Inc.","47.54","$1.65B","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/mgee",
"MGPI","MGP Ingredients, Inc.","15.76","$278.04M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/mgpi",
"MCRL","Micrel, Incorporated","14.43","$817.56M","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/mcrl",
"MCHP","Microchip Technology Incorporated","46.52","$9.35B","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","30.95","$33.34B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mu",
"MICT","Micronet Enertec Technologies, Inc.","3.47","$20.23M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mict",
"MICTW","Micronet Enertec Technologies, Inc.","0.71","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mictw",
"MSCC","Microsemi Corporation","27.8","$2.64B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mscc",
"MSFT","Microsoft Corporation","47.18","$388.9B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","165.21","$1.87B","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","2","$88.9M","1996","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mvis",
"MPB","Mid Penn Bancorp","16","$55.95M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mpb",
"MCEP","Mid-Con Energy Partners, LP","4.89","$114.12M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mcep",
"MBRG","Middleburg Financial Corporation","18.23","$129.87M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbrg",
"MBCN","Middlefield Banc Corp.","34.004","$69.67M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","22.3","$359.28M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/msex",
